bulgarian,welsh,1.7692,0.8697,0.7564,23
bulgarian,irish,2.7857,2.8718,8.2473,39
bulgarian,norwegian,2.2941,2.0917,4.375,39
bulgarian,danish,5.8333,6.0528,36.6364,70
bulgarian,swedish,2.4615,1.6602,2.7564,32
bulgarian,faroese,2.4444,1.9437,3.7778,22
bulgarian,icelandic,2.7,1.7159,2.9444,27
bulgarian,english,1.6429,0.3631,0.1319,23
bulgarian,scots,2.25,1.7678,3.125,18
bulgarian,frisian,2.0667,0.9155,0.8381,31
bulgarian,german,1.5455,0.3015,0.0909,17
bulgarian,wymysorys,2.5,1.6193,2.6222,25
bulgarian,luxembourgish,1.4545,0.4045,0.1636,16
bulgarian,greek,3.6667,1.7512,3.0667,22
bulgarian,sanskrit,2.4286,2.3264,5.4121,34
bulgarian,awadhi,6.5,6.6502,44.2253,91
bulgarian,hindi,2.2105,1.9452,3.7836,42
bulgarian,nepali,2.8571,2.6777,7.1703,40
bulgarian,romanian,4.8,3.6591,13.3889,48
bulgarian,italian,2.1111,1.6667,2.7778,19
bulgarian,ligurian,1.8333,1.0731,1.1515,22
bulgarian,french,2.3571,1.6508,2.7253,33
bulgarian,friulian,2.375,1.8077,3.2679,19
bulgarian,catalan,1.7,0.6325,0.4,17
bulgarian,occitan,4.7778,5.0525,25.5278,43
bulgarian,mirandese,2.6,3.171,10.0556,26
bulgarian,spanish,2.5,2.2697,5.1515,30
bulgarian,galician,3.2727,2.8794,8.2909,36
bulgarian,portuguese,2.2,1.6364,2.6778,22
macedonian,albanian,2.4444,1.8333,3.3611,22
macedonian,armenian,1.8571,1.8645,3.4762,13
macedonian,latgalian,2.375,0.991,0.9821,19
macedonian,latvian,3.4286,3.7607,14.1429,24
macedonian,lithuanian,2.2222,1.0541,1.1111,20
macedonian,russian,2.1,1.075,1.1556,21
macedonian,ukrainian,2.9091,3.5802,12.8182,32
macedonian,bulgarian,1.8889,0.7265,0.5278,17
macedonian,croatian,1.5,0.0,0,6
macedonian,slovene,1.2,NaN,0,6
macedonian,czech,2.4,1.7321,3,12
macedonian,slovak,7.7143,4.3916,19.2857,54
macedonian,polish,3.2857,3.3594,11.2857,23
macedonian,breton,1.4286,0.7559,0.5714,10
macedonian,welsh,2.1818,1.5136,2.2909,24
macedonian,irish,2.5263,2.4944,6.2222,48
macedonian,norwegian,2.5,2.2202,4.9292,40
macedonian,danish,7.4167,4.033,16.2652,89
macedonian,swedish,2.0625,1.291,1.6667,33
macedonian,faroese,2.25,1.4434,2.0833,27
macedonian,icelandic,4.2,3.3993,11.5556,42
macedonian,english,2.4286,1.8051,3.2582,34
macedonian,scots,2.7778,1.7321,3.0,25
macedonian,frisian,2.0769,1.0316,1.0641,27
macedonian,german,2.0,1.2401,1.5379,24
macedonian,wymysorys,2.7778,1.7401,3.0278,25
macedonian,luxembourgish,5.0,4.1366,17.1111,45
macedonian,greek,2.4545,1.6404,2.6909,27
macedonian,sanskrit,2.2727,2.1826,4.7636,25
macedonian,awadhi,8.5455,6.4849,42.0545,94
macedonian,hindi,2.4286,2.2188,4.9231,34
macedonian,nepali,1.9286,1.3425,1.8022,27
macedonian,romanian,2.3333,1.6667,2.7778,21
macedonian,italian,3.5,3.5024,12.2667,21
macedonian,ligurian,4.625,4.6579,21.6964,37
macedonian,french,2.9167,2.0151,4.0606,35
macedonian,friulian,10.0,0.0,0,20
macedonian,catalan,1.2,NaN,0,6
macedonian,occitan,4.0,3.3877,11.4762,28
macedonian,mirandese,2.0,1.1595,1.3444,20
macedonian,spanish,1.8,1.5776,2.4889,18
macedonian,galician,3.5,4.1662,17.3571,28
macedonian,portuguese,2.6667,3.6742,13.5,16
croatian,albanian,1.9091,1.5076,2.2727,21
croatian,armenian,2.3333,2.9768,8.8611,21
croatian,latgalian,1.5714,0.5345,0.2857,11
croatian,latvian,2.1111,2.0,4.0,19
croatian,lithuanian,1.5,0.5175,0.2679,12
croatian,russian,2.4444,1.965,3.8611,22
croatian,ukrainian,3.1,3.7178,13.8222,31
croatian,bulgarian,2.375,1.7269,2.9821,19
croatian,macedonian,1.5,0.0,0,6
croatian,slovene,1.25,0.0,0,5
croatian,czech,1.625,0.3536,0.125,13
croatian,slovak,5.4444,4.7434,22.5,49
croatian,polish,1.875,0.9258,0.8571,15
croatian,breton,1.8889,1.2019,1.4444,17
croatian,welsh,1.6154,0.8697,0.7564,21
croatian,irish,2.5882,2.6192,6.8603,44
croatian,norwegian,2.0625,1.4083,1.9833,33
croatian,danish,4.6364,5.0865,25.8727,51
croatian,swedish,2.2667,1.4376,2.0667,34
croatian,faroese,2.4545,1.5551,2.4182,27
croatian,icelandic,4.6667,3.2016,10.25,42
